type,pos,headword,freq_tar,freq_ref,range_tar,range_ref,likelihood,effect
oui,,,4013,0,586,0,57.327,0.0
happiness,,,4012,0,676,0,57.313,0.0
hurting,,,4011,0,692,0,57.299,0.0
breath,,,4008,0,697,0,57.256,0.0
soap,,,4006,0,648,0,57.227,0.0
loving,,,4004,0,683,0,57.199,0.0
omega,,,4002,0,463,0,57.17,0.0
remembered,,,3999,0,699,0,57.127,0.0
uhhhn,,,3999,0,683,0,57.127,0.0
flip,,,3996,0,684,0,57.085,0.0
florida,,,3993,0,644,0,57.042,0.0
animated,,,3992,0,659,0,57.027,0.0
anywayn,,,3992,0,667,0,57.027,0.0
ry,,,3990,0,459,0,56.999,0.0
stories,,,3990,0,664,0,56.999,0.0
santa,,,3989,0,588,0,56.985,0.0
ray,,,3985,0,586,0,56.927,0.0
phonen,,,3982,0,673,0,56.885,0.0
amy,,,3981,0,391,0,56.87,0.0
slep,,,3980,0,609,0,56.856,0.0
odd,,,3979,0,677,0,56.842,0.0
sb,,,3978,0,243,0,56.827,0.0
ryo,,,3975,0,133,0,56.785,0.0
counting,,,3969,0,652,0,56.699,0.0
tail,,,3968,0,670,0,56.685,0.0
network,,,3968,0,595,0,56.685,0.0
several,,,3967,0,678,0,56.67,0.0
pets,,,3966,0,655,0,56.656,0.0
maya,,,3963,0,258,0,56.613,0.0
nt,,,3960,0,681,0,56.57,0.0
joins,,,3958,0,683,0,56.542,0.0
faith,,,3958,0,549,0,56.542,0.0
applications,,,3952,0,581,0,56.456,0.0
handsome,,,3952,0,649,0,56.456,0.0
actuallyn,,,3947,0,675,0,56.385,0.0
wins,,,3946,0,663,0,56.37,0.0
whether,,,3946,0,676,0,56.37,0.0
stupid,,,3943,0,674,0,56.327,0.0
ru,,,3942,0,644,0,56.313,0.0
popcorn,,,3939,0,658,0,56.27,0.0
urs,,,3938,0,686,0,56.256,0.0
eww,,,3932,0,675,0,56.17,0.0
wack,,,3930,0,638,0,56.142,0.0
oon,,,3930,0,659,0,56.142,0.0
willn,,,3929,0,678,0,56.127,0.0
roast,,,3929,0,675,0,56.127,0.0
local,,,3929,0,664,0,56.127,0.0
fo,,,3927,0,687,0,56.099,0.0
fairy,,,3926,0,610,0,56.085,0.0
jerry,,,3926,0,552,0,56.085,0.0
knowledge,,,3925,0,686,0,56.07,0.0
worries,,,3925,0,658,0,56.07,0.0
picked,,,3923,0,695,0,56.042,0.0
gacha,,,3918,0,558,0,55.97,0.0
error,,,3917,0,592,0,55.956,0.0
ohhhn,,,3917,0,662,0,55.956,0.0
notes,,,3916,0,675,0,55.942,0.0
saturday,,,3916,0,670,0,55.942,0.0
protect,,,3916,0,683,0,55.942,0.0
minor,,,3915,0,664,0,55.927,0.0
beach,,,3914,0,664,0,55.913,0.0
gb,,,3914,0,639,0,55.913,0.0
athena,,,3914,0,208,0,55.913,0.0
biden,,,3913,0,382,0,55.899,0.0
cyan,,,3908,0,627,0,55.827,0.0
forn,,,3907,0,682,0,55.813,0.0
jelly,,,3906,0,641,0,55.799,0.0
disney,,,3905,0,664,0,55.785,0.0
animation,,,3904,0,632,0,55.77,0.0
mma,,,3904,0,613,0,55.77,0.0
awhile,,,3899,0,682,0,55.699,0.0
steven,,,3897,0,479,0,55.67,0.0
released,,,3897,0,677,0,55.67,0.0
sans,,,3894,0,514,0,55.627,0.0
planet,,,3894,0,687,0,55.627,0.0
gc,,,3893,0,655,0,55.613,0.0
diamond,,,3891,0,655,0,55.585,0.0
sold,,,3890,0,685,0,55.57,0.0
sm,,,3889,0,677,0,55.556,0.0
yayn,,,3888,0,660,0,55.542,0.0
nasty,,,3887,0,677,0,55.527,0.0
knock,,,3886,0,665,0,55.513,0.0
classn,,,3884,0,643,0,55.485,0.0
goal,,,3878,0,676,0,55.399,0.0
crash,,,3877,0,697,0,55.385,0.0
thanos,,,3877,0,546,0,55.385,0.0
dads,,,3876,0,674,0,55.37,0.0
byee,,,3875,0,634,0,55.356,0.0
reasonn,,,3874,0,667,0,55.342,0.0
du,,,3874,0,634,0,55.342,0.0
jn,,,3873,0,687,0,55.327,0.0
plastic,,,3873,0,686,0,55.327,0.0
define,,,3872,0,624,0,55.313,0.0
ultimate,,,3872,0,672,0,55.313,0.0
korea,,,3870,0,646,0,55.285,0.0
dope,,,3869,0,653,0,55.27,0.0
cheated,,,3866,0,683,0,55.227,0.0
annoyed,,,3866,0,694,0,55.227,0.0
shh,,,3866,0,670,0,55.227,0.0
kingdom,,,3864,0,566,0,55.199,0.0
bald,,,3864,0,648,0,55.199,0.0
checking,,,3862,0,697,0,55.17,0.0
ee,,,3858,0,691,0,55.113,0.0
promised,,,3857,0,683,0,55.099,0.0
whale,,,3851,0,594,0,55.013,0.0
bacon,,,3850,0,632,0,54.999,0.0
memer,,,3849,0,584,0,54.985,0.0
pissed,,,3848,0,679,0,54.97,0.0
silver,,,3848,0,608,0,54.97,0.0
cosplay,,,3845,0,595,0,54.927,0.0
gucci,,,3843,0,645,0,54.899,0.0
aa,,,3840,0,682,0,54.856,0.0
killer,,,3836,0,681,0,54.799,0.0
kermit,,,3835,0,512,0,54.785,0.0
sometime,,,3835,0,688,0,54.785,0.0
karen,,,3834,0,620,0,54.77,0.0
han,,,3833,0,659,0,54.756,0.0
walked,,,3833,0,691,0,54.756,0.0
creator,,,3833,0,609,0,54.756,0.0
tfw,,,3833,0,499,0,54.756,0.0
kno,,,3831,0,662,0,54.727,0.0
rulesn,,,3831,0,612,0,54.727,0.0
nwait,,,3829,0,686,0,54.699,0.0
host,,,3824,0,650,0,54.627,0.0
adding,,,3822,0,687,0,54.599,0.0
andn,,,3822,0,684,0,54.599,0.0
africa,,,3822,0,647,0,54.599,0.0
til,,,3822,0,678,0,54.599,0.0
blanket,,,3821,0,646,0,54.585,0.0
mirror,,,3818,0,678,0,54.542,0.0
overwatch,,,3817,0,593,0,54.527,0.0
lisa,,,3814,0,550,0,54.485,0.0
properly,,,3812,0,690,0,54.456,0.0
fbi,,,3812,0,652,0,54.456,0.0
donen,,,3811,0,693,0,54.442,0.0
tyler,,,3808,0,551,0,54.399,0.0
twin,,,3808,0,656,0,54.399,0.0
kidn,,,3805,0,661,0,54.356,0.0
xx,,,3802,0,555,0,54.313,0.0
yandere,,,3801,0,508,0,54.299,0.0
boosting,,,3801,0,592,0,54.299,0.0
possibly,,,3799,0,675,0,54.27,0.0
headphones,,,3797,0,681,0,54.242,0.0
chaos,,,3795,0,615,0,54.213,0.0
ehn,,,3793,0,663,0,54.185,0.0
farm,,,3793,0,678,0,54.185,0.0
voted,,,3791,0,575,0,54.156,0.0
available,,,3789,0,682,0,54.127,0.0
bestie,,,3787,0,595,0,54.099,0.0
bros,,,3784,0,665,0,54.056,0.0
london,,,3783,0,613,0,54.042,0.0
bat,,,3782,0,642,0,54.027,0.0
fill,,,3781,0,689,0,54.013,0.0
welcom,,,3780,0,524,0,53.999,0.0
austin,,,3778,0,335,0,53.97,0.0
promote,,,3777,0,650,0,53.956,0.0
boosts,,,3776,0,579,0,53.942,0.0
wasted,,,3776,0,680,0,53.942,0.0
snapchat,,,3775,0,628,0,53.927,0.0
upon,,,3774,0,692,0,53.913,0.0
moms,,,3773,0,692,0,53.899,0.0
subs,,,3771,0,600,0,53.87,0.0
threw,,,3769,0,694,0,53.842,0.0
curry,,,3769,0,566,0,53.842,0.0
bruhhh,,,3768,0,643,0,53.827,0.0
tofu,,,3766,0,323,0,53.799,0.0
ny,,,3765,0,679,0,53.785,0.0
exposed,,,3764,0,697,0,53.77,0.0
thingsn,,,3759,0,679,0,53.699,0.0
elsen,,,3757,0,671,0,53.67,0.0
cawaii,,,3757,0,52,0,53.67,0.0
exact,,,3756,0,692,0,53.656,0.0
ng,,,3752,0,664,0,53.599,0.0
saving,,,3751,0,684,0,53.585,0.0
nun,,,3750,0,654,0,53.57,0.0
playin,,,3745,0,670,0,53.499,0.0
island,,,3741,0,650,0,53.442,0.0
baii,,,3740,0,363,0,53.427,0.0
amber,,,3739,0,367,0,53.413,0.0
storm,,,3739,0,621,0,53.413,0.0
nuggets,,,3738,0,656,0,53.399,0.0
cells,,,3736,0,684,0,53.37,0.0
ass,,,3735,0,629,0,53.356,0.0
pingu,,,3734,0,294,0,53.342,0.0
complain,,,3729,0,672,0,53.27,0.0
needa,,,3726,0,640,0,53.227,0.0
kevin,,,3726,0,467,0,53.227,0.0
december,,,3725,0,673,0,53.213,0.0
fancy,,,3725,0,644,0,53.213,0.0
ana,,,3724,0,566,0,53.199,0.0
von,,,3722,0,326,0,53.17,0.0
understandable,,,3721,0,661,0,53.156,0.0
rights,,,3718,0,670,0,53.113,0.0
alrighty,,,3717,0,624,0,53.099,0.0
pyro,,,3716,0,277,0,53.085,0.0
plane,,,3715,0,663,0,53.07,0.0
kayla,,,3714,0,217,0,53.056,0.0
ai,,,3710,0,653,0,52.999,0.0
karma,,,3709,0,580,0,52.985,0.0
across,,,3708,0,697,0,52.97,0.0
ic,,,3707,0,627,0,52.956,0.0
tal,,,3706,0,284,0,52.942,0.0
goose,,,3705,0,528,0,52.927,0.0
swim,,,3705,0,629,0,52.927,0.0
grades,,,3702,0,673,0,52.885,0.0
skills,,,3701,0,678,0,52.87,0.0
spoil,,,3700,0,654,0,52.856,0.0
including,,,3697,0,681,0,52.813,0.0
november,,,3697,0,624,0,52.813,0.0
girlsn,,,3690,0,623,0,52.713,0.0
papi,,,3690,0,580,0,52.713,0.0
stone,,,3689,0,666,0,52.699,0.0
siblings,,,3688,0,666,0,52.685,0.0
madi,,,3685,0,138,0,52.642,0.0
boin,,,3684,0,628,0,52.627,0.0
mizu,,,3684,0,121,0,52.627,0.0
voicen,,,3683,0,614,0,52.613,0.0
activity,,,3681,0,636,0,52.585,0.0
asks,,,3680,0,693,0,52.57,0.0
politics,,,3680,0,620,0,52.57,0.0
terms,,,3679,0,660,0,52.556,0.0
consent,,,3676,0,638,0,52.513,0.0
grandpa,,,3674,0,680,0,52.485,0.0
tips,,,3672,0,693,0,52.456,0.0
hol,,,3670,0,669,0,52.427,0.0
di,,,3670,0,682,0,52.427,0.0
sever,,,3670,0,664,0,52.427,0.0
lv,,,3669,0,535,0,52.413,0.0
destroy,,,3666,0,676,0,52.37,0.0
booli,,,3664,0,383,0,52.342,0.0
relationships,,,3663,0,655,0,52.327,0.0
natural,,,3663,0,678,0,52.327,0.0
indeedn,,,3663,0,643,0,52.327,0.0
offensive,,,3663,0,675,0,52.327,0.0
deus,,,3662,0,191,0,52.313,0.0
wendy,,,3657,0,524,0,52.242,0.0
snack,,,3655,0,647,0,52.213,0.0
echo,,,3652,0,460,0,52.17,0.0
oka,,,3652,0,367,0,52.17,0.0
crossing,,,3650,0,580,0,52.142,0.0
enjoying,,,3649,0,678,0,52.127,0.0
shi,,,3649,0,663,0,52.127,0.0
shin,,,3649,0,521,0,52.127,0.0
dirty,,,3647,0,688,0,52.099,0.0
nahh,,,3645,0,649,0,52.07,0.0
sharing,,,3644,0,689,0,52.056,0.0
roleplay,,,3643,0,654,0,52.042,0.0
figured,,,3642,0,680,0,52.027,0.0
therefore,,,3642,0,676,0,52.027,0.0
travel,,,3641,0,669,0,52.013,0.0
fluffy,,,3640,0,591,0,51.999,0.0
impact,,,3640,0,578,0,51.999,0.0
liz,,,3639,0,300,0,51.985,0.0
spare,,,3639,0,681,0,51.985,0.0
hugn,,,3636,0,577,0,51.942,0.0
comfortable,,,3636,0,674,0,51.942,0.0
hinata,,,3634,0,441,0,51.913,0.0
alson,,,3633,0,652,0,51.899,0.0
adopted,,,3631,0,678,0,51.87,0.0
flirt,,,3626,0,636,0,51.799,0.0
bible,,,3624,0,631,0,51.77,0.0
loki,,,3622,0,220,0,51.742,0.0
response,,,3621,0,683,0,51.727,0.0
cutest,,,3621,0,648,0,51.727,0.0
reaper,,,3621,0,434,0,51.727,0.0
sees,,,3620,0,688,0,51.713,0.0
bru,,,3620,0,636,0,51.713,0.0
fran,,,3619,0,506,0,51.699,0.0
effort,,,3614,0,682,0,51.627,0.0
alien,,,3614,0,665,0,51.627,0.0
compliment,,,3612,0,674,0,51.599,0.0
ca,,,3609,0,668,0,51.556,0.0
texting,,,3605,0,687,0,51.499,0.0
summon,,,3605,0,635,0,51.499,0.0
nat,,,3604,0,497,0,51.485,0.0
smooth,,,3603,0,675,0,51.47,0.0
yrs,,,3602,0,673,0,51.456,0.0
hearts,,,3601,0,682,0,51.442,0.0
settings,,,3600,0,670,0,51.427,0.0
damage,,,3599,0,647,0,51.413,0.0
autumn,,,3597,0,361,0,51.385,0.0
france,,,3593,0,648,0,51.327,0.0
headn,,,3593,0,662,0,51.327,0.0
genuinely,,,3590,0,672,0,51.285,0.0
spirit,,,3590,0,632,0,51.285,0.0
bless,,,3588,0,667,0,51.256,0.0
lotn,,,3579,0,664,0,51.127,0.0
kitchen,,,3578,0,676,0,51.113,0.0
kami,,,3576,0,358,0,51.085,0.0
welcy,,,3573,0,100,0,51.042,0.0
jazz,,,3572,0,612,0,51.027,0.0
flower,,,3571,0,627,0,51.013,0.0
englishn,,,3570,0,665,0,50.999,0.0
hoping,,,3569,0,676,0,50.985,0.0
tower,,,3565,0,630,0,50.928,0.0
present,,,3560,0,685,0,50.856,0.0
daph,,,3560,0,65,0,50.856,0.0
unmuted,,,3560,0,667,0,50.856,0.0
noise,,,3560,0,660,0,50.856,0.0
eu,,,3557,0,628,0,50.813,0.0
drip,,,3556,0,576,0,50.799,0.0
introduce,,,3554,0,618,0,50.77,0.0
walker,,,3554,0,333,0,50.77,0.0
kidsn,,,3554,0,641,0,50.77,0.0
thomas,,,3553,0,473,0,50.756,0.0
uhhn,,,3551,0,657,0,50.728,0.0
hr,,,3550,0,690,0,50.713,0.0
load,,,3550,0,668,0,50.713,0.0
nintendo,,,3549,0,617,0,50.699,0.0
ulti,,,3549,0,96,0,50.699,0.0
kinky,,,3548,0,591,0,50.685,0.0
gods,,,3546,0,690,0,50.656,0.0
homen,,,3546,0,658,0,50.656,0.0
recommendations,,,3545,0,654,0,50.642,0.0
ds,,,3544,0,661,0,50.628,0.0
constantly,,,3544,0,675,0,50.628,0.0
yesterdayn,,,3541,0,665,0,50.585,0.0
painn,,,3541,0,609,0,50.585,0.0
lockdown,,,3539,0,563,0,50.556,0.0
becomes,,,3538,0,681,0,50.542,0.0
knight,,,3538,0,594,0,50.542,0.0
ra,,,3537,0,605,0,50.528,0.0
birds,,,3537,0,640,0,50.528,0.0
gnn,,,3536,0,675,0,50.513,0.0
clap,,,3534,0,656,0,50.485,0.0
square,,,3531,0,662,0,50.442,0.0
george,,,3527,0,571,0,50.385,0.0
clan,,,3526,0,615,0,50.37,0.0
unbanned,,,3526,0,618,0,50.37,0.0
happyn,,,3525,0,659,0,50.356,0.0
ghoul,,,3525,0,620,0,50.356,0.0
watches,,,3524,0,695,0,50.342,0.0
overrated,,,3519,0,678,0,50.27,0.0
nlike,,,3519,0,680,0,50.27,0.0
rai,,,3518,0,132,0,50.256,0.0
mary,,,3517,0,544,0,50.242,0.0
nini,,,3514,0,421,0,50.199,0.0
ooon,,,3513,0,648,0,50.185,0.0
waking,,,3512,0,680,0,50.17,0.0
pulled,,,3511,0,684,0,50.156,0.0
turkey,,,3511,0,627,0,50.156,0.0
yearsn,,,3509,0,665,0,50.128,0.0
lights,,,3509,0,680,0,50.128,0.0
solid,,,3508,0,665,0,50.113,0.0
battery,,,3507,0,663,0,50.099,0.0
memories,,,3505,0,675,0,50.07,0.0
noone,,,3505,0,643,0,50.07,0.0
escape,,,3500,0,678,0,49.999,0.0
chick,,,3499,0,656,0,49.985,0.0
banner,,,3498,0,586,0,49.97,0.0
tooo,,,3496,0,680,0,49.942,0.0
skinny,,,3496,0,649,0,49.942,0.0
spy,,,3494,0,578,0,49.913,0.0
survive,,,3493,0,684,0,49.899,0.0
br,,,3492,0,668,0,49.885,0.0
bish,,,3492,0,602,0,49.885,0.0
mb,,,3491,0,674,0,49.87,0.0
disgusting,,,3490,0,680,0,49.856,0.0
deleting,,,3490,0,691,0,49.856,0.0
bun,,,3490,0,536,0,49.856,0.0
ilyt,,,3489,0,552,0,49.842,0.0
haikyuu,,,3487,0,488,0,49.813,0.0
file,,,3486,0,656,0,49.799,0.0
lead,,,3484,0,686,0,49.77,0.0
base,,,3483,0,662,0,49.756,0.0
board,,,3479,0,682,0,49.699,0.0
stressed,,,3476,0,651,0,49.656,0.0
grew,,,3474,0,677,0,49.628,0.0
ori,,,3473,0,186,0,49.613,0.0
il,,,3472,0,663,0,49.599,0.0
lack,,,3472,0,661,0,49.599,0.0
july,,,3471,0,648,0,49.585,0.0
kylie,,,3470,0,285,0,49.57,0.0
canadian,,,3467,0,624,0,49.528,0.0
massive,,,3466,0,670,0,49.513,0.0
beta,,,3465,0,622,0,49.499,0.0
tongue,,,3461,0,665,0,49.442,0.0
hoodie,,,3460,0,650,0,49.428,0.0
crunchy,,,3460,0,524,0,49.428,0.0
pichu,,,3459,0,137,0,49.413,0.0
shake,,,3458,0,664,0,49.399,0.0
penguin,,,3456,0,599,0,49.37,0.0
clicked,,,3455,0,657,0,49.356,0.0
reached,,,3453,0,683,0,49.328,0.0
inch,,,3453,0,655,0,49.328,0.0
mah,,,3452,0,616,0,49.313,0.0
drew,,,3451,0,659,0,49.299,0.0
supn,,,3451,0,649,0,49.299,0.0
introduction,,,3449,0,528,0,49.27,0.0
petition,,,3449,0,619,0,49.27,0.0
desu,,,3449,0,450,0,49.27,0.0
bell,,,3448,0,677,0,49.256,0.0
serenity,,,3448,0,147,0,49.256,0.0
gamble,,,3448,0,506,0,49.256,0.0
milkn,,,3447,0,595,0,49.242,0.0
stranger,,,3444,0,667,0,49.199,0.0
makeup,,,3442,0,643,0,49.17,0.0
gj,,,3441,0,569,0,49.156,0.0
babyn,,,3438,0,628,0,49.113,0.0
alreadyn,,,3438,0,660,0,49.113,0.0
nmy,,,3435,0,678,0,49.07,0.0
nin,,,3434,0,674,0,49.056,0.0
logic,,,3434,0,669,0,49.056,0.0
military,,,3433,0,631,0,49.042,0.0
row,,,3433,0,679,0,49.042,0.0
chilln,,,3432,0,632,0,49.028,0.0
rat,,,3431,0,623,0,49.013,0.0
channeln,,,3431,0,627,0,49.013,0.0
sensitive,,,3428,0,671,0,48.97,0.0
happend,,,3428,0,659,0,48.97,0.0
autocorrect,,,3425,0,679,0,48.928,0.0
shift,,,3419,0,631,0,48.842,0.0
pmn,,,3419,0,654,0,48.842,0.0
okok,,,3417,0,642,0,48.813,0.0
throwing,,,3417,0,679,0,48.813,0.0
rent,,,3416,0,615,0,48.799,0.0
facen,,,3416,0,669,0,48.799,0.0
grinding,,,3415,0,649,0,48.785,0.0
sayin,,,3414,0,680,0,48.77,0.0
youtuber,,,3413,0,594,0,48.756,0.0
gonen,,,3412,0,672,0,48.742,0.0
mon,,,3412,0,666,0,48.742,0.0
dub,,,3410,0,592,0,48.713,0.0
boutta,,,3410,0,640,0,48.713,0.0
september,,,3409,0,629,0,48.699,0.0
polish,,,3408,0,606,0,48.685,0.0
cutien,,,3408,0,559,0,48.685,0.0
enoughn,,,3408,0,664,0,48.685,0.0
lmaoon,,,3407,0,615,0,48.67,0.0
applied,,,3404,0,611,0,48.628,0.0
dylan,,,3404,0,298,0,48.628,0.0
hacked,,,3403,0,649,0,48.613,0.0
booster,,,3402,0,576,0,48.599,0.0
tears,,,3399,0,689,0,48.556,0.0
grass,,,3399,0,650,0,48.556,0.0
pills,,,3398,0,658,0,48.542,0.0
apologize,,,3397,0,687,0,48.528,0.0
cri,,,3397,0,637,0,48.528,0.0
debate,,,3396,0,612,0,48.513,0.0
suggestion,,,3393,0,648,0,48.47,0.0
soda,,,3383,0,637,0,48.328,0.0
tsundere,,,3382,0,449,0,48.313,0.0
zach,,,3379,0,265,0,48.27,0.0
lips,,,3376,0,660,0,48.228,0.0
repeat,,,3375,0,689,0,48.213,0.0
ame,,,3374,0,393,0,48.199,0.0
vic,,,3374,0,297,0,48.199,0.0
hav,,,3373,0,620,0,48.185,0.0
emotions,,,3373,0,658,0,48.185,0.0
manage,,,3372,0,668,0,48.17,0.0
throat,,,3369,0,670,0,48.128,0.0
cases,,,3369,0,620,0,48.128,0.0
spoke,,,3369,0,685,0,48.128,0.0
noises,,,3367,0,664,0,48.099,0.0
plans,,,3365,0,657,0,48.07,0.0
weekn,,,3365,0,651,0,48.07,0.0
credits,,,3365,0,537,0,48.07,0.0
kimmy,,,3365,0,105,0,48.07,0.0
bam,,,3363,0,626,0,48.042,0.0
paypal,,,3361,0,620,0,48.013,0.0
june,,,3360,0,630,0,47.999,0.0
woo,,,3360,0,667,0,47.999,0.0
rei,,,3356,0,265,0,47.942,0.0
umn,,,3354,0,664,0,47.913,0.0
hen,,,3352,0,688,0,47.885,0.0
lou,,,3351,0,188,0,47.87,0.0
beginning,,,3351,0,685,0,47.87,0.0
celebrate,,,3351,0,650,0,47.87,0.0
exclusive,,,3350,0,514,0,47.856,0.0
burning,,,3348,0,679,0,47.828,0.0
dangerous,,,3346,0,685,0,47.799,0.0
realise,,,3341,0,682,0,47.728,0.0
spelled,,,3340,0,692,0,47.713,0.0
hiin,,,3335,0,611,0,47.642,0.0
crime,,,3333,0,671,0,47.613,0.0
ahem,,,3333,0,641,0,47.613,0.0
whyd,,,3333,0,668,0,47.613,0.0
lesson,,,3330,0,678,0,47.57,0.0
shawty,,,3328,0,508,0,47.542,0.0
cantn,,,3328,0,679,0,47.542,0.0
fax,,,3327,0,599,0,47.528,0.0
bs,,,3327,0,679,0,47.528,0.0
insane,,,3325,0,675,0,47.499,0.0
whom,,,3325,0,671,0,47.499,0.0
following,,,3323,0,691,0,47.47,0.0
gunna,,,3320,0,575,0,47.428,0.0
laying,,,3317,0,653,0,47.385,0.0
zen,,,3316,0,371,0,47.37,0.0
capn,,,3315,0,550,0,47.356,0.0
confusion,,,3314,0,660,0,47.342,0.0
annoy,,,3313,0,683,0,47.328,0.0
housen,,,3313,0,656,0,47.328,0.0
nwho,,,3313,0,678,0,47.328,0.0
stands,,,3312,0,656,0,47.313,0.0
innit,,,3312,0,589,0,47.313,0.0
nerd,,,3308,0,644,0,47.256,0.0
ppn,,,3307,0,553,0,47.242,0.0
glomp,,,3306,0,75,0,47.228,0.0
aware,,,3305,0,673,0,47.213,0.0
puts,,,3303,0,659,0,47.185,0.0
elmo,,,3300,0,431,0,47.142,0.0
testing,,,3300,0,672,0,47.142,0.0
skyler,,,3299,0,118,0,47.128,0.0
quickly,,,3297,0,666,0,47.099,0.0
view,,,3295,0,665,0,47.07,0.0
diedn,,,3295,0,666,0,47.07,0.0
aliven,,,3295,0,653,0,47.07,0.0
mature,,,3293,0,652,0,47.042,0.0
kam,,,3292,0,159,0,47.028,0.0
nif,,,3291,0,674,0,47.013,0.0
childhood,,,3290,0,659,0,46.999,0.0
yoon,,,3289,0,398,0,46.985,0.0
lmaooon,,,3288,0,636,0,46.97,0.0
begin,,,3284,0,673,0,46.913,0.0
disappointed,,,3283,0,676,0,46.899,0.0
alexa,,,3280,0,511,0,46.856,0.0
owners,,,3280,0,593,0,46.856,0.0
flying,,,3279,0,664,0,46.842,0.0
epicn,,,3279,0,581,0,46.842,0.0
thru,,,3277,0,674,0,46.813,0.0
shown,,,3275,0,686,0,46.785,0.0
tiger,,,3274,0,525,0,46.77,0.0
gamesn,,,3272,0,622,0,46.742,0.0
training,,,3271,0,652,0,46.728,0.0
emi,,,3269,0,271,0,46.699,0.0
taught,,,3267,0,676,0,46.67,0.0
gfn,,,3265,0,606,0,46.642,0.0
nyan,,,3265,0,420,0,46.642,0.0
edate,,,3264,0,453,0,46.628,0.0
aux,,,3264,0,147,0,46.628,0.0
hawt,,,3262,0,569,0,46.599,0.0
pi,,,3261,0,626,0,46.585,0.0
nora,,,3261,0,183,0,46.585,0.0
obvious,,,3259,0,677,0,46.556,0.0
longn,,,3258,0,673,0,46.542,0.0
mint,,,3256,0,550,0,46.513,0.0
shooting,,,3254,0,663,0,46.485,0.0
doingn,,,3250,0,636,0,46.428,0.0
forward,,,3250,0,679,0,46.428,0.0
sip,,,3249,0,588,0,46.413,0.0
doom,,,3248,0,579,0,46.399,0.0
violet,,,3248,0,521,0,46.399,0.0
obsessed,,,3247,0,673,0,46.385,0.0
nevermind,,,3245,0,664,0,46.356,0.0
hehehe,,,3245,0,661,0,46.356,0.0
wdymn,,,3243,0,640,0,46.328,0.0
pudding,,,3239,0,349,0,46.27,0.0
cuter,,,3239,0,643,0,46.27,0.0
cali,,,3238,0,595,0,46.256,0.0
connor,,,3236,0,326,0,46.228,0.0
afford,,,3235,0,668,0,46.213,0.0
title,,,3233,0,653,0,46.185,0.0
peep,,,3231,0,613,0,46.156,0.0
liek,,,3230,0,661,0,46.142,0.0
zombie,,,3229,0,618,0,46.128,0.0
powerful,,,3228,0,669,0,46.113,0.0
fischl,,,3227,0,152,0,46.099,0.0
facebook,,,3224,0,637,0,46.056,0.0
corn,,,3223,0,615,0,46.042,0.0
mornin,,,3221,0,626,0,46.013,0.0
wah,,,3220,0,549,0,45.999,0.0
wutn,,,3218,0,613,0,45.97,0.0
freedom,,,3218,0,646,0,45.97,0.0
goddess,,,3217,0,504,0,45.956,0.0
gosh,,,3216,0,647,0,45.942,0.0
tis,,,3216,0,617,0,45.942,0.0
staffn,,,3215,0,555,0,45.928,0.0
carl,,,3215,0,511,0,45.928,0.0
dedn,,,3214,0,616,0,45.913,0.0
australian,,,3214,0,624,0,45.913,0.0
fridge,,,3213,0,661,0,45.899,0.0
chapter,,,3212,0,627,0,45.885,0.0
eve,,,3212,0,602,0,45.885,0.0
oncen,,,3210,0,646,0,45.856,0.0
gracie,,,3210,0,106,0,45.856,0.0
ao,,,3210,0,657,0,45.856,0.0
powers,,,3209,0,678,0,45.842,0.0
amazingn,,,3205,0,652,0,45.785,0.0
nails,,,3202,0,640,0,45.742,0.0
alonen,,,3202,0,655,0,45.742,0.0
brazil,,,3198,0,581,0,45.685,0.0
bae,,,3197,0,623,0,45.67,0.0
lars,,,3197,0,71,0,45.67,0.0
lucas,,,3197,0,339,0,45.67,0.0
tuna,,,3197,0,437,0,45.67,0.0
confusedn,,,3195,0,644,0,45.642,0.0
catfish,,,3195,0,582,0,45.642,0.0
nanami,,,3194,0,109,0,45.628,0.0
superior,,,3192,0,666,0,45.599,0.0
confirm,,,3189,0,675,0,45.556,0.0
mentally,,,3187,0,666,0,45.528,0.0
semis,,,3184,0,61,0,45.485,0.0
web,,,3182,0,663,0,45.456,0.0
sailor,,,3181,0,469,0,45.442,0.0
ww,,,3181,0,639,0,45.442,0.0
pride,,,3179,0,589,0,45.413,0.0
disc,,,3177,0,658,0,45.385,0.0
wii,,,3177,0,539,0,45.385,0.0
juu,,,3176,0,116,0,45.37,0.0
complaining,,,3175,0,671,0,45.356,0.0
yalln,,,3174,0,622,0,45.342,0.0
ranked,,,3169,0,609,0,45.27,0.0
bubble,,,3167,0,613,0,45.242,0.0
beating,,,3167,0,679,0,45.242,0.0
rq,,,3166,0,643,0,45.228,0.0
ticket,,,3165,0,629,0,45.213,0.0
wlc,,,3163,0,256,0,45.185,0.0
position,,,3162,0,661,0,45.17,0.0
raining,,,3162,0,651,0,45.17,0.0
hood,,,3159,0,612,0,45.128,0.0
smells,,,3159,0,667,0,45.128,0.0
shorter,,,3159,0,664,0,45.128,0.0
kekn,,,3158,0,465,0,45.113,0.0
bones,,,3156,0,667,0,45.085,0.0
sao,,,3155,0,569,0,45.07,0.0
adventure,,,3153,0,641,0,45.042,0.0
worldn,,,3152,0,645,0,45.028,0.0
valentines,,,3150,0,348,0,44.999,0.0
waht,,,3149,0,665,0,44.985,0.0
hitler,,,3148,0,539,0,44.97,0.0
unlike,,,3148,0,681,0,44.97,0.0
