type,pos,headword,freq_tar,freq_ref,range_tar,range_ref,likelihood,effect,lower_word,word,category,subcategory,source_file
storm,,,3739,0,621,0,53.413,0.0,storm,STORM,VERBS,VERB.STATIVE,WordNet Words & Phrases.txt
storm,,,3739,0,621,0,53.413,0.0,storm,STORM,VERBS,VERB.WEATHER,WordNet Words & Phrases.txt
nuggets,,,3738,0,656,0,53.399,0.0,nuggets,,,,
cells,,,3736,0,684,0,53.37,0.0,cells,,,,
ass,,,3735,0,629,0,53.356,0.0,ass,ASS,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
ass,,,3735,0,629,0,53.356,0.0,ass,ASS,NOUNS,NOUN.ANIMAL,WordNet Words & Phrases.txt
ass,,,3735,0,629,0,53.356,0.0,ass,ASS,NOUNS,NOUN.BODY,WordNet Words & Phrases.txt
ass,,,3735,0,629,0,53.356,0.0,ass,ASS,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
pingu,,,3734,0,294,0,53.342,0.0,pingu,,,,
complain,,,3729,0,672,0,53.27,0.0,complain,COMPLAIN,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases (Unambiguous).txt
needa,,,3726,0,640,0,53.227,0.0,needa,,,,
kevin,,,3726,0,467,0,53.227,0.0,kevin,,,,
december,,,3725,0,673,0,53.213,0.0,december,DECEMBER,NOUNS,NOUN.TIME,WordNet Words & Phrases (Unambiguous).txt
fancy,,,3725,0,644,0,53.213,0.0,fancy,FANCY,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
fancy,,,3725,0,644,0,53.213,0.0,fancy,FANCY,NOUNS,NOUN.COGNITION,WordNet Words & Phrases.txt
fancy,,,3725,0,644,0,53.213,0.0,fancy,FANCY,NOUNS,NOUN.FEELING,WordNet Words & Phrases.txt
fancy,,,3725,0,644,0,53.213,0.0,fancy,FANCY,VERBS,VERB.CREATION,WordNet Words & Phrases.txt
fancy,,,3725,0,644,0,53.213,0.0,fancy,FANCY,VERBS,VERB.EMOTION,WordNet Words & Phrases.txt
ana,,,3724,0,566,0,53.199,0.0,ana,ANA,NOUNS,NOUN.GROUP,WordNet Words & Phrases.txt
ana,,,3724,0,566,0,53.199,0.0,ana,ANA,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
von,,,3722,0,326,0,53.17,0.0,von,,,,
understandable,,,3721,0,661,0,53.156,0.0,understandable,UNDERSTANDABLE,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases (Unambiguous).txt
rights,,,3718,0,670,0,53.113,0.0,rights,,,,
alrighty,,,3717,0,624,0,53.099,0.0,alrighty,,,,
pyro,,,3716,0,277,0,53.085,0.0,pyro,,,,
plane,,,3715,0,663,0,53.07,0.0,plane,PLANE,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
plane,,,3715,0,663,0,53.07,0.0,plane,PLANE,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
plane,,,3715,0,663,0,53.07,0.0,plane,PLANE,NOUNS,NOUN.SHAPE,WordNet Words & Phrases.txt
plane,,,3715,0,663,0,53.07,0.0,plane,PLANE,NOUNS,NOUN.STATE,WordNet Words & Phrases.txt
plane,,,3715,0,663,0,53.07,0.0,plane,PLANE,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
plane,,,3715,0,663,0,53.07,0.0,plane,PLANE,VERBS,VERB.MOTION,WordNet Words & Phrases.txt
kayla,,,3714,0,217,0,53.056,0.0,kayla,,,,
ai,,,3710,0,653,0,52.999,0.0,ai,AI,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
ai,,,3710,0,653,0,52.999,0.0,ai,AI,NOUNS,NOUN.ANIMAL,WordNet Words & Phrases.txt
ai,,,3710,0,653,0,52.999,0.0,ai,AI,NOUNS,NOUN.COGNITION,WordNet Words & Phrases.txt
ai,,,3710,0,653,0,52.999,0.0,ai,AI,NOUNS,NOUN.GROUP,WordNet Words & Phrases.txt
karma,,,3709,0,580,0,52.985,0.0,karma,KARMA,NOUNS,NOUN.EVENT,WordNet Words & Phrases (Unambiguous).txt
across,,,3708,0,697,0,52.97,0.0,across,ACROSS,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
across,,,3708,0,697,0,52.97,0.0,across,ACROSS,ADVERBS,ADV.ALL,WordNet Words & Phrases.txt
ic,,,3707,0,627,0,52.956,0.0,ic,IC,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
ic,,,3707,0,627,0,52.956,0.0,ic,IC,NOUNS,NOUN.GROUP,WordNet Words & Phrases.txt
tal,,,3706,0,284,0,52.942,0.0,tal,,,,
goose,,,3705,0,528,0,52.927,0.0,goose,GOOSE,NOUNS,NOUN.ANIMAL,WordNet Words & Phrases.txt
goose,,,3705,0,528,0,52.927,0.0,goose,GOOSE,NOUNS,NOUN.FOOD,WordNet Words & Phrases.txt
goose,,,3705,0,528,0,52.927,0.0,goose,GOOSE,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
swim,,,3705,0,629,0,52.927,0.0,swim,SWIM,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
swim,,,3705,0,629,0,52.927,0.0,swim,SWIM,VERBS,VERB.MOTION,WordNet Words & Phrases.txt
grades,,,3702,0,673,0,52.885,0.0,grades,,,,
skills,,,3701,0,678,0,52.87,0.0,skills,,,,
spoil,,,3700,0,654,0,52.856,0.0,spoil,SPOIL,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
spoil,,,3700,0,654,0,52.856,0.0,spoil,SPOIL,NOUNS,NOUN.POSSESSION,WordNet Words & Phrases.txt
spoil,,,3700,0,654,0,52.856,0.0,spoil,SPOIL,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
spoil,,,3700,0,654,0,52.856,0.0,spoil,SPOIL,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
spoil,,,3700,0,654,0,52.856,0.0,spoil,SPOIL,VERBS,VERB.EMOTION,WordNet Words & Phrases.txt
spoil,,,3700,0,654,0,52.856,0.0,spoil,SPOIL,VERBS,VERB.SOCIAL,WordNet Words & Phrases.txt
including,,,3697,0,681,0,52.813,0.0,including,,,,
november,,,3697,0,624,0,52.813,0.0,november,NOVEMBER,NOUNS,NOUN.TIME,WordNet Words & Phrases (Unambiguous).txt
girlsn,,,3690,0,623,0,52.713,0.0,girlsn,,,,
papi,,,3690,0,580,0,52.713,0.0,papi,,,,
stone,,,3689,0,666,0,52.699,0.0,stone,STONE,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
stone,,,3689,0,666,0,52.699,0.0,stone,STONE,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
stone,,,3689,0,666,0,52.699,0.0,stone,STONE,NOUNS,NOUN.ATTRIBUTE,WordNet Words & Phrases.txt
stone,,,3689,0,666,0,52.699,0.0,stone,STONE,NOUNS,NOUN.OBJECT,WordNet Words & Phrases.txt
stone,,,3689,0,666,0,52.699,0.0,stone,STONE,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
stone,,,3689,0,666,0,52.699,0.0,stone,STONE,NOUNS,NOUN.PLANT,WordNet Words & Phrases.txt
stone,,,3689,0,666,0,52.699,0.0,stone,STONE,NOUNS,NOUN.QUANTITY,WordNet Words & Phrases.txt
stone,,,3689,0,666,0,52.699,0.0,stone,STONE,NOUNS,NOUN.SUBSTANCE,WordNet Words & Phrases.txt
stone,,,3689,0,666,0,52.699,0.0,stone,STONE,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
stone,,,3689,0,666,0,52.699,0.0,stone,STONE,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
siblings,,,3688,0,666,0,52.685,0.0,siblings,,,,
madi,,,3685,0,138,0,52.642,0.0,madi,,,,
boin,,,3684,0,628,0,52.627,0.0,boin,,,,
mizu,,,3684,0,121,0,52.627,0.0,mizu,,,,
voicen,,,3683,0,614,0,52.613,0.0,voicen,,,,
activity,,,3681,0,636,0,52.585,0.0,activity,ACTIVITY,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
activity,,,3681,0,636,0,52.585,0.0,activity,ACTIVITY,NOUNS,NOUN.ATTRIBUTE,WordNet Words & Phrases.txt
activity,,,3681,0,636,0,52.585,0.0,activity,ACTIVITY,NOUNS,NOUN.PROCESS,WordNet Words & Phrases.txt
activity,,,3681,0,636,0,52.585,0.0,activity,ACTIVITY,NOUNS,NOUN.STATE,WordNet Words & Phrases.txt
asks,,,3680,0,693,0,52.57,0.0,asks,,,,
politics,,,3680,0,620,0,52.57,0.0,politics,POLITICS,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
politics,,,3680,0,620,0,52.57,0.0,politics,POLITICS,NOUNS,NOUN.COGNITION,WordNet Words & Phrases.txt
politics,,,3680,0,620,0,52.57,0.0,politics,POLITICS,NOUNS,NOUN.RELATION,WordNet Words & Phrases.txt
terms,,,3679,0,660,0,52.556,0.0,terms,TERMS,NOUNS,NOUN.POSSESSION,WordNet Words & Phrases.txt
terms,,,3679,0,660,0,52.556,0.0,terms,TERMS,NOUNS,NOUN.STATE,WordNet Words & Phrases.txt
consent,,,3676,0,638,0,52.513,0.0,consent,CONSENT,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
consent,,,3676,0,638,0,52.513,0.0,consent,CONSENT,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
grandpa,,,3674,0,680,0,52.485,0.0,grandpa,GRANDPA,NOUNS,NOUN.PERSON,WordNet Words & Phrases (Unambiguous).txt
tips,,,3672,0,693,0,52.456,0.0,tips,,,,
hol,,,3670,0,669,0,52.427,0.0,hol,,,,
di,,,3670,0,682,0,52.427,0.0,di,,,,
sever,,,3670,0,664,0,52.427,0.0,sever,SEVER,VERBS,VERB.CONTACT,WordNet Words & Phrases (Unambiguous).txt
lv,,,3669,0,535,0,52.413,0.0,lv,LV,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases (Unambiguous).txt
destroy,,,3666,0,676,0,52.37,0.0,destroy,DESTROY,VERBS,VERB.COMPETITION,WordNet Words & Phrases.txt
destroy,,,3666,0,676,0,52.37,0.0,destroy,DESTROY,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
destroy,,,3666,0,676,0,52.37,0.0,destroy,DESTROY,VERBS,VERB.CREATION,WordNet Words & Phrases.txt
booli,,,3664,0,383,0,52.342,0.0,booli,,,,
relationships,,,3663,0,655,0,52.327,0.0,relationships,,,,
natural,,,3663,0,678,0,52.327,0.0,natural,NATURAL,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
natural,,,3663,0,678,0,52.327,0.0,natural,NATURAL,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
natural,,,3663,0,678,0,52.327,0.0,natural,NATURAL,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
natural,,,3663,0,678,0,52.327,0.0,natural,NATURAL,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
indeedn,,,3663,0,643,0,52.327,0.0,indeedn,,,,
offensive,,,3663,0,675,0,52.327,0.0,offensive,OFFENSIVE,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
offensive,,,3663,0,675,0,52.327,0.0,offensive,OFFENSIVE,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
deus,,,3662,0,191,0,52.313,0.0,deus,,,,
wendy,,,3657,0,524,0,52.242,0.0,wendy,,,,
snack,,,3655,0,647,0,52.213,0.0,snack,SNACK,NOUNS,NOUN.FOOD,WordNet Words & Phrases.txt
snack,,,3655,0,647,0,52.213,0.0,snack,SNACK,VERBS,VERB.CONSUMPTION,WordNet Words & Phrases.txt
echo,,,3652,0,460,0,52.17,0.0,echo,ECHO,NOUNS,NOUN.ATTRIBUTE,WordNet Words & Phrases.txt
echo,,,3652,0,460,0,52.17,0.0,echo,ECHO,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
echo,,,3652,0,460,0,52.17,0.0,echo,ECHO,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
echo,,,3652,0,460,0,52.17,0.0,echo,ECHO,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
echo,,,3652,0,460,0,52.17,0.0,echo,ECHO,VERBS,VERB.PERCEPTION,WordNet Words & Phrases.txt
echo,,,3652,0,460,0,52.17,0.0,echo,ECHO,VERBS,VERB.STATIVE,WordNet Words & Phrases.txt
oka,,,3652,0,367,0,52.17,0.0,oka,OKA,NOUNS,NOUN.PLANT,WordNet Words & Phrases.txt
oka,,,3652,0,367,0,52.17,0.0,oka,OKA,NOUNS,NOUN.QUANTITY,WordNet Words & Phrases.txt
crossing,,,3650,0,580,0,52.142,0.0,crossing,CROSSING,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
crossing,,,3650,0,580,0,52.142,0.0,crossing,CROSSING,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
crossing,,,3650,0,580,0,52.142,0.0,crossing,CROSSING,NOUNS,NOUN.LOCATION,WordNet Words & Phrases.txt
crossing,,,3650,0,580,0,52.142,0.0,crossing,CROSSING,NOUNS,NOUN.OBJECT,WordNet Words & Phrases.txt
enjoying,,,3649,0,678,0,52.127,0.0,enjoying,,,,
shi,,,3649,0,663,0,52.127,0.0,shi,,,,
shin,,,3649,0,521,0,52.127,0.0,shin,SHIN,NOUNS,NOUN.BODY,WordNet Words & Phrases.txt
shin,,,3649,0,521,0,52.127,0.0,shin,SHIN,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
shin,,,3649,0,521,0,52.127,0.0,shin,SHIN,NOUNS,NOUN.FOOD,WordNet Words & Phrases.txt
shin,,,3649,0,521,0,52.127,0.0,shin,SHIN,VERBS,VERB.MOTION,WordNet Words & Phrases.txt
dirty,,,3647,0,688,0,52.099,0.0,dirty,DIRTY,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
dirty,,,3647,0,688,0,52.099,0.0,dirty,DIRTY,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
nahh,,,3645,0,649,0,52.07,0.0,nahh,,,,
sharing,,,3644,0,689,0,52.056,0.0,sharing,SHARING,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
sharing,,,3644,0,689,0,52.056,0.0,sharing,SHARING,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
sharing,,,3644,0,689,0,52.056,0.0,sharing,SHARING,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
sharing,,,3644,0,689,0,52.056,0.0,sharing,SHARING,NOUNS,NOUN.RELATION,WordNet Words & Phrases.txt
roleplay,,,3643,0,654,0,52.042,0.0,roleplay,ROLEPLAY,VERBS,VERB.CREATION,WordNet Words & Phrases (Unambiguous).txt
figured,,,3642,0,680,0,52.027,0.0,figured,FIGURED,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases (Unambiguous).txt
therefore,,,3642,0,676,0,52.027,0.0,therefore,THEREFORE,ADVERBS,ADV.ALL,WordNet Words & Phrases (Unambiguous).txt
travel,,,3641,0,669,0,52.013,0.0,travel,TRAVEL,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
travel,,,3641,0,669,0,52.013,0.0,travel,TRAVEL,NOUNS,NOUN.EVENT,WordNet Words & Phrases.txt
travel,,,3641,0,669,0,52.013,0.0,travel,TRAVEL,VERBS,VERB.MOTION,WordNet Words & Phrases.txt
fluffy,,,3640,0,591,0,51.999,0.0,fluffy,FLUFFY,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases (Unambiguous).txt
impact,,,3640,0,578,0,51.999,0.0,impact,IMPACT,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
impact,,,3640,0,578,0,51.999,0.0,impact,IMPACT,NOUNS,NOUN.EVENT,WordNet Words & Phrases.txt
impact,,,3640,0,578,0,51.999,0.0,impact,IMPACT,NOUNS,NOUN.PHENOMENON,WordNet Words & Phrases.txt
impact,,,3640,0,578,0,51.999,0.0,impact,IMPACT,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
impact,,,3640,0,578,0,51.999,0.0,impact,IMPACT,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
liz,,,3639,0,300,0,51.985,0.0,liz,,,,
spare,,,3639,0,681,0,51.985,0.0,spare,SPARE,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
spare,,,3639,0,681,0,51.985,0.0,spare,SPARE,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
spare,,,3639,0,681,0,51.985,0.0,spare,SPARE,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
spare,,,3639,0,681,0,51.985,0.0,spare,SPARE,VERBS,VERB.CONSUMPTION,WordNet Words & Phrases.txt
spare,,,3639,0,681,0,51.985,0.0,spare,SPARE,VERBS,VERB.POSSESSION,WordNet Words & Phrases.txt
spare,,,3639,0,681,0,51.985,0.0,spare,SPARE,VERBS,VERB.SOCIAL,WordNet Words & Phrases.txt
hugn,,,3636,0,577,0,51.942,0.0,hugn,,,,
comfortable,,,3636,0,674,0,51.942,0.0,comfortable,COMFORTABLE,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases (Unambiguous).txt
hinata,,,3634,0,441,0,51.913,0.0,hinata,,,,
alson,,,3633,0,652,0,51.899,0.0,alson,,,,
adopted,,,3631,0,678,0,51.87,0.0,adopted,ADOPTED,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases (Unambiguous).txt
flirt,,,3626,0,636,0,51.799,0.0,flirt,FLIRT,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
flirt,,,3626,0,636,0,51.799,0.0,flirt,FLIRT,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
flirt,,,3626,0,636,0,51.799,0.0,flirt,FLIRT,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
flirt,,,3626,0,636,0,51.799,0.0,flirt,FLIRT,VERBS,VERB.SOCIAL,WordNet Words & Phrases.txt
bible,,,3624,0,631,0,51.77,0.0,bible,BIBLE,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases (Unambiguous).txt
loki,,,3622,0,220,0,51.742,0.0,loki,LOKI,NOUNS,NOUN.PERSON,WordNet Words & Phrases (Unambiguous).txt
response,,,3621,0,683,0,51.727,0.0,response,RESPONSE,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
response,,,3621,0,683,0,51.727,0.0,response,RESPONSE,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
response,,,3621,0,683,0,51.727,0.0,response,RESPONSE,NOUNS,NOUN.PHENOMENON,WordNet Words & Phrases.txt
cutest,,,3621,0,648,0,51.727,0.0,cutest,,,,
reaper,,,3621,0,434,0,51.727,0.0,reaper,REAPER,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
reaper,,,3621,0,434,0,51.727,0.0,reaper,REAPER,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
sees,,,3620,0,688,0,51.713,0.0,sees,,,,
bru,,,3620,0,636,0,51.713,0.0,bru,,,,
fran,,,3619,0,506,0,51.699,0.0,fran,,,,
effort,,,3614,0,682,0,51.627,0.0,effort,EFFORT,NOUNS,NOUN.ACT,WordNet Words & Phrases (Unambiguous).txt
alien,,,3614,0,665,0,51.627,0.0,alien,ALIEN,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
alien,,,3614,0,665,0,51.627,0.0,alien,ALIEN,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
alien,,,3614,0,665,0,51.627,0.0,alien,ALIEN,VERBS,VERB.EMOTION,WordNet Words & Phrases.txt
alien,,,3614,0,665,0,51.627,0.0,alien,ALIEN,VERBS,VERB.POSSESSION,WordNet Words & Phrases.txt
compliment,,,3612,0,674,0,51.599,0.0,compliment,COMPLIMENT,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
compliment,,,3612,0,674,0,51.599,0.0,compliment,COMPLIMENT,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
ca,,,3609,0,668,0,51.556,0.0,ca,CA,NOUNS,NOUN.LOCATION,WordNet Words & Phrases.txt
ca,,,3609,0,668,0,51.556,0.0,ca,CA,NOUNS,NOUN.SUBSTANCE,WordNet Words & Phrases.txt
texting,,,3605,0,687,0,51.499,0.0,texting,,,,
summon,,,3605,0,635,0,51.499,0.0,summon,SUMMON,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
summon,,,3605,0,635,0,51.499,0.0,summon,SUMMON,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
summon,,,3605,0,635,0,51.499,0.0,summon,SUMMON,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
nat,,,3604,0,497,0,51.485,0.0,nat,,,,
smooth,,,3603,0,675,0,51.47,0.0,smooth,SMOOTH,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
smooth,,,3603,0,675,0,51.47,0.0,smooth,SMOOTH,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
smooth,,,3603,0,675,0,51.47,0.0,smooth,SMOOTH,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
smooth,,,3603,0,675,0,51.47,0.0,smooth,SMOOTH,VERBS,VERB.POSSESSION,WordNet Words & Phrases.txt
yrs,,,3602,0,673,0,51.456,0.0,yrs,,,,
hearts,,,3601,0,682,0,51.442,0.0,hearts,HEARTS,NOUNS,NOUN.ACT,WordNet Words & Phrases (Unambiguous).txt
settings,,,3600,0,670,0,51.427,0.0,settings,,,,
damage,,,3599,0,647,0,51.413,0.0,damage,DAMAGE,NOUNS,NOUN.ACT,WordNet Words & Phrases.txt
damage,,,3599,0,647,0,51.413,0.0,damage,DAMAGE,NOUNS,NOUN.EVENT,WordNet Words & Phrases.txt
damage,,,3599,0,647,0,51.413,0.0,damage,DAMAGE,NOUNS,NOUN.POSSESSION,WordNet Words & Phrases.txt
damage,,,3599,0,647,0,51.413,0.0,damage,DAMAGE,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
autumn,,,3597,0,361,0,51.385,0.0,autumn,AUTUMN,NOUNS,NOUN.TIME,WordNet Words & Phrases (Unambiguous).txt
france,,,3593,0,648,0,51.327,0.0,france,FRANCE,NOUNS,NOUN.LOCATION,WordNet Words & Phrases.txt
france,,,3593,0,648,0,51.327,0.0,france,FRANCE,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
headn,,,3593,0,662,0,51.327,0.0,headn,,,,
genuinely,,,3590,0,672,0,51.285,0.0,genuinely,GENUINELY,ADVERBS,ADV.ALL,WordNet Words & Phrases (Unambiguous).txt
spirit,,,3590,0,632,0,51.285,0.0,spirit,SPIRIT,NOUNS,NOUN.ATTRIBUTE,WordNet Words & Phrases.txt
spirit,,,3590,0,632,0,51.285,0.0,spirit,SPIRIT,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
spirit,,,3590,0,632,0,51.285,0.0,spirit,SPIRIT,NOUNS,NOUN.PERSON,WordNet Words & Phrases.txt
spirit,,,3590,0,632,0,51.285,0.0,spirit,SPIRIT,NOUNS,NOUN.STATE,WordNet Words & Phrases.txt
spirit,,,3590,0,632,0,51.285,0.0,spirit,SPIRIT,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
bless,,,3588,0,667,0,51.256,0.0,bless,BLESS,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
bless,,,3588,0,667,0,51.256,0.0,bless,BLESS,VERBS,VERB.POSSESSION,WordNet Words & Phrases.txt
lotn,,,3579,0,664,0,51.127,0.0,lotn,,,,
kitchen,,,3578,0,676,0,51.113,0.0,kitchen,KITCHEN,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases (Unambiguous).txt
kami,,,3576,0,358,0,51.085,0.0,kami,KAMI,NOUNS,NOUN.PERSON,WordNet Words & Phrases (Unambiguous).txt
welcy,,,3573,0,100,0,51.042,0.0,welcy,,,,
jazz,,,3572,0,612,0,51.027,0.0,jazz,JAZZ,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
jazz,,,3572,0,612,0,51.027,0.0,jazz,JAZZ,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
jazz,,,3572,0,612,0,51.027,0.0,jazz,JAZZ,VERBS,VERB.CREATION,WordNet Words & Phrases.txt
flower,,,3571,0,627,0,51.013,0.0,flower,FLOWER,NOUNS,NOUN.PLANT,WordNet Words & Phrases.txt
flower,,,3571,0,627,0,51.013,0.0,flower,FLOWER,NOUNS,NOUN.TIME,WordNet Words & Phrases.txt
flower,,,3571,0,627,0,51.013,0.0,flower,FLOWER,VERBS,VERB.CHANGE,WordNet Words & Phrases.txt
englishn,,,3570,0,665,0,50.999,0.0,englishn,,,,
hoping,,,3569,0,676,0,50.985,0.0,hoping,,,,
tower,,,3565,0,630,0,50.928,0.0,tower,TOWER,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
tower,,,3565,0,630,0,50.928,0.0,tower,TOWER,NOUNS,NOUN.SHAPE,WordNet Words & Phrases.txt
tower,,,3565,0,630,0,50.928,0.0,tower,TOWER,VERBS,VERB.STATIVE,WordNet Words & Phrases.txt
present,,,3560,0,685,0,50.856,0.0,present,PRESENT,ADJECTIVES,ADJ.ALL,WordNet Words & Phrases.txt
present,,,3560,0,685,0,50.856,0.0,present,PRESENT,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
present,,,3560,0,685,0,50.856,0.0,present,PRESENT,NOUNS,NOUN.POSSESSION,WordNet Words & Phrases.txt
present,,,3560,0,685,0,50.856,0.0,present,PRESENT,NOUNS,NOUN.TIME,WordNet Words & Phrases.txt
present,,,3560,0,685,0,50.856,0.0,present,PRESENT,VERBS,VERB.COMMUNICATION,WordNet Words & Phrases.txt
present,,,3560,0,685,0,50.856,0.0,present,PRESENT,VERBS,VERB.CREATION,WordNet Words & Phrases.txt
present,,,3560,0,685,0,50.856,0.0,present,PRESENT,VERBS,VERB.PERCEPTION,WordNet Words & Phrases.txt
present,,,3560,0,685,0,50.856,0.0,present,PRESENT,VERBS,VERB.POSSESSION,WordNet Words & Phrases.txt
present,,,3560,0,685,0,50.856,0.0,present,PRESENT,VERBS,VERB.STATIVE,WordNet Words & Phrases.txt
daph,,,3560,0,65,0,50.856,0.0,daph,,,,
unmuted,,,3560,0,667,0,50.856,0.0,unmuted,,,,
noise,,,3560,0,660,0,50.856,0.0,noise,NOISE,NOUNS,NOUN.ATTRIBUTE,WordNet Words & Phrases.txt
noise,,,3560,0,660,0,50.856,0.0,noise,NOISE,NOUNS,NOUN.COGNITION,WordNet Words & Phrases.txt
noise,,,3560,0,660,0,50.856,0.0,noise,NOISE,NOUNS,NOUN.COMMUNICATION,WordNet Words & Phrases.txt
noise,,,3560,0,660,0,50.856,0.0,noise,NOISE,NOUNS,NOUN.EVENT,WordNet Words & Phrases.txt
noise,,,3560,0,660,0,50.856,0.0,noise,NOISE,VERBS,VERB.PERCEPTION,WordNet Words & Phrases.txt
eu,,,3557,0,628,0,50.813,0.0,eu,EU,NOUNS,NOUN.GROUP,WordNet Words & Phrases.txt
eu,,,3557,0,628,0,50.813,0.0,eu,EU,NOUNS,NOUN.SUBSTANCE,WordNet Words & Phrases.txt
drip,,,3556,0,576,0,50.799,0.0,drip,DRIP,NOUNS,NOUN.ARTIFACT,WordNet Words & Phrases.txt
drip,,,3556,0,576,0,50.799,0.0,drip,DRIP,NOUNS,NOUN.EVENT,WordNet Words & Phrases.txt
drip,,,3556,0,576,0,50.799,0.0,drip,DRIP,VERBS,VERB.CONTACT,WordNet Words & Phrases.txt
drip,,,3556,0,576,0,50.799,0.0,drip,DRIP,VERBS,VERB.MOTION,WordNet Words & Phrases.txt
